"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"InvestigationalMedicinalProduct","InvestigationalMedicinalProduct","","","",0,*,"","","","","","ISO 11615 Investigational Medicinal Product","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"InvestigationalMedicinalProduct.IMPID","InvestigationalMedicinalProduct.IMPID","","","",1,1,"","","","Identifier {[]} {[]}
","11.3.2.2.2","11.3.2.2.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.IMPID",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalClinicalTrialRegistrationNumber","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalClinicalTrialRegistrationNumber","","","",1,1,"","","","Identifier {[]} {[]}
","11.4.2.3.2","11.4.2.3.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalClinicalTrialRegistrationNumber",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalInvestigationCode","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalInvestigationCode","","","",1,1,"","","","string {[]} {[]}
","11.4.2.3.3","11.4.2.3.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalInvestigationCode",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.Jurisdiction","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.Jurisdiction","","","",1,*,"","","","CodeableConcept {[]} {[]}
","11.4.2.3.4","11.4.2.3.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.Jurisdiction",1,*,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalAuthorisationDate","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalAuthorisationDate","","","",1,1,"","","","date {[]} {[]}
","11.4.2.3.5","11.4.2.3.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalAuthorisationDate",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalAnticipatedEndDate","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalAnticipatedEndDate","","","",1,1,"","","","date {[]} {[]}
","11.4.2.3.6","11.4.2.3.6","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.LocalClinicalTrialAuthorisation.LocalAnticipatedEndDate",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation","","","",1,1,"","","","BackboneElement {[]} {[]}
","9.3.2.5","9.3.2.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Identifier","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Identifier","","","",1,1,"","","","Identifier {[]} {[]}
","9.4.2.2.2","9.4.2.2.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Identifier",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Name","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Name","","","",1,1,"","","","string {[]} {[]}
","9.4.2.2.3","9.4.2.2.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Name",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Address","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Address","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.2.4","9.4.2.2.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Address",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.ConfidentialityIndicator","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.2.5","9.4.2.2.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.ConfidentialityIndicator",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.GeographicCoordinates","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","9.4.2.2.6","9.4.2.2.6","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.GeographicCoordinates",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Contact","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.4.2.4","9.4.2.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact",1,*,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Contact.Name","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.Name","","","",0,1,"","","","HumanName {[]} {[]}
","9.4.2.4.2","9.4.2.4.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.Name",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Contact.Telecom","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.Telecom","","","",1,*,"","","","ContactPoint {[]} {[]}
","9.4.2.4.3","9.4.2.4.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.Telecom",1,*,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Contact.Role","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.Role","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.4","9.4.2.4.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.Role",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.Contact.ConfidentialityIndicator","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.5","9.4.2.4.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.Contact.ConfidentialityIndicator",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.OtherLocations","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.4.2.3","9.4.2.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations",0,*,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationName","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationName","","","",0,1,"","","","string {[]} {[]}
","9.4.2.3.2","9.4.2.3.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationName",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationAddress","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationAddress","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.3.3","9.4.2.3.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationAddress",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.OtherLocations.LocationRole","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationRole","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.3.4","9.4.2.3.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.LocationRole",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.OtherLocations.Identifier","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.Identifier","","","",0,1,"","","","Identifier {[]} {[]}
","9.4.2.3.5","9.4.2.3.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.Identifier",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency-Organisation.OtherLocations.GeographicCoordinates","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","9.4.2.3.6","9.4.2.3.6","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.MedicinesRegulatoryAgency_Organisation.OtherLocations.GeographicCoordinates",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation","","","",1,1,"","","","BackboneElement {[]} {[]}
","11.4.2.4","11.4.2.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Identifier","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Identifier","","","",1,1,"","","","Identifier {[]} {[]}
","9.4.2.2.2","9.4.2.2.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Identifier",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Name","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Name","","","",1,1,"","","","string {[]} {[]}
","9.4.2.2.3","9.4.2.2.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Name",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Address","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Address","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.2.4","9.4.2.2.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Address",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.ConfidentialityIndicator","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.2.5","9.4.2.2.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.ConfidentialityIndicator",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.GeographicCoordinates","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.GeographicCoordinates","","","",0,1,"","","","string {[]} {[]}
","9.4.2.2.6","9.4.2.2.6","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.GeographicCoordinates",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Contact","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact","","","",1,*,"","","","BackboneElement {[]} {[]}
","9.4.2.4","9.4.2.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact",1,*,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Contact.Name","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.Name","","","",0,1,"","","","HumanName {[]} {[]}
","9.4.2.4.2","9.4.2.4.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.Name",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Contact.Telecom","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.Telecom","","","",1,*,"","","","ContactPoint {[]} {[]}
","9.4.2.4.3","9.4.2.4.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.Telecom",1,*,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Contact.Role","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.Role","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.4","9.4.2.4.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.Role",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.Contact.ConfidentialityIndicator","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.ConfidentialityIndicator","","","",0,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.4.5","9.4.2.4.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.Contact.ConfidentialityIndicator",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.OtherLocations","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations","","","",0,*,"","","","BackboneElement {[]} {[]}
","9.4.2.3","9.4.2.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations",0,*,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.OtherLocations.LocationName","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.LocationName","","","",0,1,"","","","string {[]} {[]}
","9.4.2.3.2","9.4.2.3.2","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.LocationName",0,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.OtherLocations.LocationAddress","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.LocationAddress","","","",1,1,"","","","Address {[]} {[]}
","9.4.2.3.3","9.4.2.3.3","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.LocationAddress",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.OtherLocations.LocationRole","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.LocationRole","","","",1,1,"","","","CodeableConcept {[]} {[]}
","9.4.2.3.4","9.4.2.3.4","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.LocationRole",1,1,"",""
"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor-Organisation.OtherLocations.Identifier","InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.Identifier","","","",0,1,"","","","Identifier {[]} {[]}
","9.4.2.3.5","9.4.2.3.5","","","","","","","","","",,,,,"",,,,"InvestigationalMedicinalProduct.ClinicalTrialAuthorisation.Sponsor_Organisation.OtherLocations.Identifier",0,1,"",""
