/github/workspace/fsh-generated/resources/ImplementationGuide-my-ig.json: line 0, col 0, Error - Conformance resource /github/workspace/fsh-generated/resources/ImplementationGuide-my-ig.json - the canonical URL (http://example.com/fhir/example/ImplementationGuide/my-ig) does not match the URL (http://example.com/fhir/example) (INVALID)
/github/workspace/fsh-generated/resources/ImplementationGuide-my-ig.json: line 0, col 0, Error - Resource id/url mismatch: my-ig/http://example.com/fhir/example (INVARIANT)
/github/workspace/fsh-generated/resources/ImplementationGuide-my-ig.json: line 0, col 0, Error - URL Mismatch http://example.com/fhir/example/ImplementationGuide/my-ig vs http://example.com/fhir/example (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-AD.json: line 1, col 6690, Warning - value should not start or finish with whitespace ' Address ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-AD.json: line 1, col 9547, Warning - value should not start or finish with whitespace ' Address ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-AD.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this data type profile (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-BL.json: line 1, col 6783, Warning - value should not start or finish with whitespace ' Boolean ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-BL.json: line 1, col 9733, Warning - value should not start or finish with whitespace ' Boolean ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-BL.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this data type profile (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-CD.json: line 1, col 6983, Warning - value should not start or finish with whitespace ' coded ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-CD.json: line 1, col 10124, Warning - value should not start or finish with whitespace ' coded ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-CD.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this data type profile (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-Class.json: line 1, col 6759, Warning - value should not start or finish with whitespace ' group ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-Class.json: line 1, col 12302, Warning - value should not start or finish with whitespace ' group ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-Class.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this data type profile (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-DT.json: line 1, col 6871, Warning - value should not start or finish with whitespace ' Date ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-DT.json: line 1, col 9915, Warning - value should not start or finish with whitespace ' Date ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-DT.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this data type profile (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-ED.json: line 1, col 6939, Warning - value should not start or finish with whitespace ' Encapsulated data ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-ED.json: line 1, col 10025, Warning - value should not start or finish with whitespace ' Encapsulated data ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-ED.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this data type profile (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-II.json: line 1, col 7157, Warning - value should not start or finish with whitespace ' identifier ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-II.json: line 1, col 10466, Warning - value should not start or finish with whitespace ' identifier ' (INVALID)
/github/workspace/fsh-generated/resources/StructureDefinition-II.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this data type profile (BUSINESSRULE)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1909835, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1910337, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1910846, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1911410, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1911996, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1912679, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1914506, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1917250, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1917818, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1918453, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1919083, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1919601, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1920440, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1921342, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1922024, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1922771, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1924662, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1927470, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1928296, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1929086, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1929827, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1930763, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1931740, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1932441, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1933202, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1935107, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1937929, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1938690, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1939259, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1940010, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1940898, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1941692, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1942417, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1943194, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1945115, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1947953, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1948791, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1949677, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1950657, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1951577, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1952323, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1953114, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1955049, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1957901, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1958577, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1959429, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1960442, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1961236, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1962075, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1962724, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1963449, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1965318, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1968104, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1968811, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1969326, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1970023, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1970857, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1971597, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1972268, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1973009, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1974894, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1977696, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1978480, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1979312, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1980238, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1981104, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1981796, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1982551, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1984450, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1987266, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1987888, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1988686, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1989645, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1990385, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1991170, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1991829, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
/github/workspace/fsh-generated/resources/StructureDefinition-InvestigationalMedicinalProduct.json: line 1, col 1992562, Warning - Constraint failed: eld-20: 'Element names should be simple alphanumerics with a max of 64 characters, or code generation tools may be broken' (INVARIANT)
